Year,Series,Units,Value
2023,BX_TRF_PWKR,PT,0.51
2014,BX_TRF_PWKR,PT,0.36
2019,BX_TRF_PWKR,PT,0.47
2013,BX_TRF_PWKR,PT,0.38
2017,BX_TRF_PWKR,PT,0.43
2020,BX_TRF_PWKR,PT,0.51
2018,BX_TRF_PWKR,PT,0.45
2016,BX_TRF_PWKR,PT,0.41
2021,BX_TRF_PWKR,PT,0.53
2022,BX_TRF_PWKR,PT,0.52
2015,BX_TRF_PWKR,PT,0.39
2013,BX_TRF_PWKRV,EUR_1000000,249.06
2014,BX_TRF_PWKRV,EUR_1000000,244.69
2015,BX_TRF_PWKRV,EUR_1000000,268.77
2016,BX_TRF_PWKRV,EUR_1000000,291.52
2017,BX_TRF_PWKRV,EUR_1000000,322.91
2018,BX_TRF_PWKRV,EUR_1000000,349.76
2019,BX_TRF_PWKRV,EUR_1000000,373.68
2020,BX_TRF_PWKRV,EUR_1000000,370.7
2021,BX_TRF_PWKRV,EUR_1000000,416.84
2022,BX_TRF_PWKRV,EUR_1000000,451.98
2023,BX_TRF_PWKRV,EUR_1000000,472.79
