Year,Value,Units,Series
2019,88.9,PT,EN_H2O_GRAMBQ
2023,88.9,PT,EN_H2O_GRAMBQ
2021,88.9,PT,EN_H2O_GRAMBQ
2022,88.9,PT,EN_H2O_GRAMBQ
2020,88.9,PT,EN_H2O_GRAMBQ
2018,91.7,PT,EN_H2O_GRAMBQ
2019,50.0,PT,EN_H2O_OPAMBQ
2017,53.0,PT,EN_H2O_OPAMBQ
2023,48.5,PT,EN_H2O_OPAMBQ
2018,61.8,PT,EN_H2O_OPAMBQ
2022,50.3,PT,EN_H2O_OPAMBQ
2016,50.0,PT,EN_H2O_OPAMBQ
2020,53.0,PT,EN_H2O_OPAMBQ
2015,48.1,PT,EN_H2O_OPAMBQ
2021,56.6,PT,EN_H2O_OPAMBQ
2015,45.5,PT,EN_H2O_RVAMBQ
2017,50.4,PT,EN_H2O_RVAMBQ
2018,60.3,PT,EN_H2O_RVAMBQ
2022,45.3,PT,EN_H2O_RVAMBQ
2016,48.8,PT,EN_H2O_RVAMBQ
2019,45.7,PT,EN_H2O_RVAMBQ
2020,48.0,PT,EN_H2O_RVAMBQ
2021,55.1,PT,EN_H2O_RVAMBQ
2023,43.4,PT,EN_H2O_RVAMBQ
