Year,Value,Units,Series
2014,100.0,Porcentaje,Proporción de flujos de aguas residuales domésticas conectadas a un sistema de colectores
2018,100.0,Porcentaje,Proporción de flujos de aguas residuales domésticas conectadas a un sistema de colectores
2018,80.0,Porcentaje,Proporción de flujos de aguas residuales domésticas tratadas de manera adecuada
2012,100.0,Porcentaje,Proporción de flujos de aguas residuales domésticas conectadas a un sistema de colectores
2020,100.0,Porcentaje,Proporción de flujos de aguas residuales domésticas conectadas a un sistema de colectores
2012,74.0,Porcentaje,Proporción de flujos de aguas residuales domésticas tratadas de manera adecuada
2016,100.0,Porcentaje,Proporción de flujos de aguas residuales domésticas conectadas a un sistema de colectores
2016,76.3,Porcentaje,Proporción de flujos de aguas residuales domésticas tratadas de manera adecuada
2022,79.4,Porcentaje,Proporción de flujos de aguas residuales domésticas tratadas de manera adecuada
2020,80.8,Porcentaje,Proporción de flujos de aguas residuales domésticas tratadas de manera adecuada
2014,77.5,Porcentaje,Proporción de flujos de aguas residuales domésticas tratadas de manera adecuada
2022,99.9,Porcentaje,Proporción de flujos de aguas residuales domésticas conectadas a un sistema de colectores
