Year,Series,Units,Value
2000,Prevalencia de la inseguridad alimentaria grave o muy grave,%,3.5
2022,Prevalencia de la inseguridad alimentaria grave o muy grave,%,3.0
2008,Prevalencia de la inseguridad alimentaria grave o muy grave,%,5.7
2012,Prevalencia de la inseguridad alimentaria grave o muy grave,%,7.7
2020,Prevalencia de la inseguridad alimentaria grave o muy grave,%,3.7
2016,Prevalencia de la inseguridad alimentaria grave o muy grave,%,6.7
2018,Prevalencia de la inseguridad alimentaria grave o muy grave,%,3.9
2014,Prevalencia de la inseguridad alimentaria grave o muy grave,%,7.5
2004,Prevalencia de la inseguridad alimentaria grave o muy grave,%,5.2
2004,Prevalencia de la inseguridad alimentaria muy grave,%,2.7
2016,Prevalencia de la inseguridad alimentaria muy grave,%,3.1
2008,Prevalencia de la inseguridad alimentaria muy grave,%,2.1
2000,Prevalencia de la inseguridad alimentaria muy grave,%,1.1
2012,Prevalencia de la inseguridad alimentaria muy grave,%,3.1
2014,Prevalencia de la inseguridad alimentaria muy grave,%,2.9
2018,Prevalencia de la inseguridad alimentaria muy grave,%,1.8
2020,Prevalencia de la inseguridad alimentaria muy grave,%,1.9
2022,Prevalencia de la inseguridad alimentaria muy grave,%,1.1
