Year,Value,Units,Series
2018,12030.9,Constant euros,Productivity of small food producers
2020,9818.3,Constant euros,Productivity of small food producers
2019,10646.1,Constant euros,Productivity of small food producers
2016,10978.5,Constant euros,Productivity of small food producers
2015,10150.0,Constant euros,Productivity of small food producers
2017,12294.5,Constant euros,Productivity of small food producers
2021,10509.0,Constant euros,Productivity of small food producers
2018,44914.3,Constant euros,Productivity of large food producers
2015,43924.4,Constant euros,Productivity of large food producers
2019,46168.5,Constant euros,Productivity of large food producers
2020,45942.5,Constant euros,Productivity of large food producers
2021,50293.1,Constant euros,Productivity of large food producers
2017,42600.2,Constant euros,Productivity of large food producers
2016,43308.1,Constant euros,Productivity of large food producers
