Year,Value,Units,Series
2014,78025.0,Hectares,Forest area with sustainable management instruments in place
2018,92935.0,Hectares,Forest area with sustainable management instruments in place
2011,70847.0,Hectares,Forest area with sustainable management instruments in place
2012,70847.0,Hectares,Forest area with sustainable management instruments in place
2019,95091.0,Hectares,Forest area with sustainable management instruments in place
2020,98696.0,Hectares,Forest area with sustainable management instruments in place
2016,85839.0,Hectares,Forest area with sustainable management instruments in place
2013,71709.0,Hectares,Forest area with sustainable management instruments in place
2017,91153.0,Hectares,Forest area with sustainable management instruments in place
2015,78208.0,Hectares,Forest area with sustainable management instruments in place
2021,101165.0,Hectares,Forest area with sustainable management instruments in place
2011,14.28,PT,Proportion of forest area with sustainable management instruments in place
2014,15.87,PT,Proportion of forest area with sustainable management instruments in place
2021,20.7,PT,Proportion of forest area with sustainable management instruments in place
2018,18.9,PT,Proportion of forest area with sustainable management instruments in place
2019,19.34,PT,Proportion of forest area with sustainable management instruments in place
2012,14.41,PT,Proportion of forest area with sustainable management instruments in place
2015,15.9,PT,Proportion of forest area with sustainable management instruments in place
2016,17.45,PT,Proportion of forest area with sustainable management instruments in place
2020,20.07,PT,Proportion of forest area with sustainable management instruments in place
2017,18.54,PT,Proportion of forest area with sustainable management instruments in place
2013,14.58,PT,Proportion of forest area with sustainable management instruments in place
